0.0000,0.00
0.0333,0.00
0.0667,0.00
0.1000,0.00
0.1333,0.00
0.1667,0.00
0.2000,0.00
0.2334,0.00
0.2667,0.00
0.3000,0.00
0.3334,0.00
0.3667,0.00
0.4000,0.00
0.4334,0.00
0.4667,0.00
0.5000,0.00
0.5334,0.00
0.5667,0.00
0.6001,0.00
0.6334,0.00
0.6667,0.00
0.7001,0.00
0.7334,0.00
0.7667,0.00
0.8001,0.00
0.8334,0.00
0.8668,0.00
0.9001,0.00
0.9334,0.00
0.9668,0.00
1.0001,59.99
1.0334,58.06
1.0668,56.24
1.1001,54.54
1.1334,52.94
1.1668,51.42
1.2001,99.99
1.2335,97.29
1.2668,94.73
1.3001,92.30
1.3335,89.99
1.3668,87.80
1.4001,85.71
1.4335,83.71
1.4668,81.81
1.5001,79.99
1.5335,78.25
1.5668,76.59
1.6002,74.99
1.6335,73.46
1.6668,71.99
1.7002,70.58
1.7335,103.84
1.7668,101.88
1.8002,99.99
1.8335,98.17
1.8668,96.42
1.9002,94.73
1.9335,93.09
1.9669,91.52
2.0002,89.99
2.0335,88.52
2.0669,87.09
2.1002,85.71
2.1335,84.37
2.1669,83.07
2.2002,81.81
2.2336,80.59
2.2669,79.40
2.3002,78.25
2.3336,77.14
2.3669,76.05
2.4002,74.99
2.4336,73.97
2.4669,72.97
2.5002,71.99
2.5336,71.05
2.5669,70.12
2.6003,69.22
2.6336,68.35
2.6669,67.49
2.7003,88.88
2.7336,109.75
2.7669,108.42
2.8003,107.13
2.8336,105.87
2.8669,104.64
2.9003,103.44
2.9336,102.26
2.9670,101.11
3.0003,79.99
3.0336,79.11
3.0670,78.25
3.1003,77.41
3.1336,76.59
3.1670,75.78
3.2003,74.99
3.2336,74.22
3.2670,73.46
3.3003,72.72
3.3337,72.72
3.3670,72.72
3.4003,109.08
3.4337,109.08
3.4670,109.08
3.5003,109.08
3.5337,109.08
3.5670,109.08
3.6004,72.72
3.6337,72.72
3.6670,72.72
3.7004,72.72
3.7337,72.72
3.7670,72.72
3.8004,72.72
3.8337,72.72
3.8670,72.72
3.9004,72.72
3.9337,72.72
3.9671,109.08
4.0004,109.08
4.0337,109.08
4.0671,54.54
4.1004,54.54
4.1337,54.54
4.1671,54.54
4.2004,54.54
4.2337,54.54
4.2671,54.54
4.3004,54.54
4.3338,54.54
4.3671,109.08
4.4004,109.08
4.4338,109.08
4.4671,72.72
4.5004,72.72
4.5338,72.72
4.5671,72.72
4.6005,72.72
4.6338,72.72
4.6671,72.72
4.7005,109.08
4.7338,109.08
4.7671,54.54
4.8005,54.54
4.8338,54.54
4.8671,54.54
4.9005,54.54
4.9338,54.54
4.9672,54.54
5.0005,72.72
5.0338,72.72
5.0672,72.72
5.1005,72.72
5.1338,72.72
5.1672,72.72
5.2005,72.72
5.2338,72.72
5.2672,72.72
5.3005,72.72
5.3339,72.72
5.3672,72.72
5.4005,72.72
5.4339,72.72
5.4672,72.72
5.5005,54.54
5.5339,54.54
5.5672,54.54
5.6005,54.54
5.6339,54.54
5.6672,54.54
5.7006,54.54
5.7339,54.54
5.7672,54.54
5.8006,54.54
5.8339,54.54
5.8672,72.72
5.9006,72.72
5.9339,72.72
5.9673,72.72
6.0006,72.72
6.0339,72.72
6.0673,72.72
6.1006,72.72
6.1339,72.72
6.1673,72.72
6.2006,72.72
6.2339,54.54
6.2673,54.54
6.3006,54.54
6.3340,54.54
6.3673,54.54
6.4006,54.54
6.4340,54.54
6.4673,72.72
6.5006,72.72
6.5340,72.72
6.5673,72.72
6.6006,72.72
6.6340,72.72
6.6673,72.72
6.7007,72.72
6.7340,72.72
6.7673,72.72
6.8007,72.72
6.8340,72.72
6.8673,54.54
6.9007,54.54
6.9340,54.54
6.9673,54.54
7.0007,54.54
7.0340,54.54
7.0674,54.54
7.1007,54.54
7.1340,54.54
7.1674,54.54
7.2007,54.54
7.2340,54.54
7.2674,54.54
7.3007,54.54
7.3341,54.54
7.3674,54.54
7.4007,54.54
7.4341,54.54
7.4674,54.54
7.5007,72.72
7.5341,72.72
7.5674,72.72
7.6007,72.72
7.6341,72.72
7.6674,72.72
7.7008,72.72
7.7341,72.72
7.7674,72.72
7.8008,72.72
7.8341,72.72
7.8674,72.72
7.9008,72.72
7.9341,72.72
7.9674,72.72
8.0008,72.72
8.0341,72.72
8.0675,72.72
8.1008,127.26
8.1341,127.26
8.1675,127.26
8.2008,127.26
8.2341,127.26
8.2675,127.26
